"Num";"CNTY";"DIFF";"STATUS";"HECTARE";"ToF";"OWNLAND";"AGE";"HARVEST";"r1";"r2";"r3";"r4";"r5";"r6";"r7";"r8";"r11";"r12";"r14";"r17";"r18";"r19";"r21";"r22";"r24";"r28";"r30";"r32";"r36";"r37"
906;61;1;1;88;3;1;29;92;0,57;0,45;0,09;0,05;0,52;0,92;0,84;0,08;0,33;0,82;0,2;0,08;0,07;0,17;0,12;0,28;0,35;0,5;0,38;0,45;1,21;0,62
907;61;1;0;82;3;0;30;92;0,21;0,84;0,29;0,06;0,15;0,4;0,28;0,12;0,73;1,18;0,14;0,05;0,02;0,07;0,05;0,19;0,2;0,38;0,31;0,37;1,05;0,53
908;61;2;1;31;5;0;32;92;1,03;0;0,47;0,49;0,54;1,32;0,7;0,63;-0,18;-0,23;1,39;0,1;0,13;0,25;0,56;1,07;0,18;0,24;-0,02;0,1;0,84;0,78
909;61;2;1;56;6;0;40;92;0,69;0,35;0,17;0,11;0,58;2,3;1,92;0,38;0,35;0,48;0,52;0,09;0,2;0,63;0,74;2,31;0,08;0,27;-0,36;0,07;2,6;0,3
910;61;2;1;43;5;0;35;92;0,74;0,39;0,44;0,32;0,42;1,05;0,59;0,46;-0,36;-0,65;2,97;0,08;0,08;0,23;0,19;0,51;0,31;0,45;0,22;0,36;1,33;0,7
911;61;2;1;63;6;1;45;92;0,87;0,24;0,52;0,45;0,42;1,43;0,69;0,75;-0,36;-0,55;1,93;0,08;0,12;0,28;0,36;0,81;0,21;0,34;0,07;0,22;1,26;0,61
912;61;2;1;70;3;1;42;92;0,79;0,25;0,17;0,13;0,66;1,83;1,52;0,31;0,62;0,96;0,33;0,12;0,29;0,41;0,8;1,15;0,15;0,36;-0,05;0,07;1,4;0,43
913;61;2;1;55;5;1;49;92;0,91;0,19;0,57;0,52;0,39;1,11;0,48;0,63;-0,39;-0,54;2,63;0,07;0,08;0,24;0,29;0,86;0,22;0,27;0,04;0,19;0,98;0,82
914;61;2;0;59;2;0;29;92;0,83;0,24;0,36;0,3;0,53;1,6;1,02;0,57;0,25;0,35;0,69;0,11;0,17;0,31;0,59;1,07;0,15;0,29;-0,02;0,12;1,11;0,52
915;61;2;1;40;5;0;32;92;0,78;0,31;0,37;0,29;0,49;1,71;1,08;0,63;-0,21;-0,29;1,49;0,07;0,11;0,29;0,4;1,03;0,13;0,28;-0,01;0,17;1,77;0,46
916;61;2;1;36;5;1;45;92;1,11;0;0,42;0,47;0,64;1,75;1,01;0,74;-0,49;-0,84;2,97;0,07;0,13;0,18;0,3;0,43;0,27;0,42;0,24;0,3;1,33;0,63
917;61;2;1;27;5;0;57;92;0,38;0,64;0,08;0,03;0,35;0,63;0,58;0,05;0,45;0,96;0,11;0,1;0,07;0,27;0,12;0,5;0,32;0,5;0,27;0,45;1,18;0,6
918;61;2;1;53;2;0;48;92;0,88;0,16;0,27;0,24;0,64;2,57;1,88;0,7;0,13;0,16;0,84;0,07;0,18;0,42;1,15;2,66;0,05;0,16;-0,26;-0,02;2,09;0,34
919;61;2;1;34;3;0;40;92;0,81;0,34;0,53;0,43;0,38;1,13;0,53;0,6;-0,25;-0,39;1,69;0,11;0,13;0,25;0,34;0,67;0,27;0,37;0,12;0,24;1,04;0,72
920;61;2;1;64;5;0;41;92;0,62;0,56;0,52;0,32;0,3;1,06;0,51;0,55;-0,05;-0,07;1,1;0,07;0,07;0,14;0,21;0,39;0,2;0,35;0,21;0,28;1,2;0,59
921;61;2;1;44;3;0;37;92;0,84;0,27;0,5;0,42;0,42;1,81;0,91;0,9;-0,06;-0,1;1,08;0,06;0,12;0,39;0,32;1,04;0,17;0,37;-0,01;0,25;1,31;0,47
922;61;2;1;34;4;0;35;92;0,72;0,45;0,52;0,37;0,35;4,36;2,56;1,85;0,97;1,26;0,64;0,05;0,3;0,63;2,18;3,94;0,04;0,09;-0,39;-0,1;3,25;0,21
923;61;2;1;50;2;1;49;92;1,09;0;0,51;0,56;0,53;4,36;2,56;1,85;-0,91;-1,08;1,56;0,11;0,3;0,63;2,18;3,94;0,04;0,09;-0,39;-0,1;3,25;0,21
924;61;2;1;56;5;0;46;92;0,7;0,4;0,36;0,25;0,45;1,57;1;0,57;-0,16;-0,24;1,37;0,08;0,12;0,31;0,34;0,87;0,16;0,36;0,05;0,23;1,82;0,45
925;61;2;1;71;3;0;41;92;0,7;0,37;0,27;0,19;0,51;1,45;1,06;0,4;-0,14;-0,19;1,55;0,08;0,12;0,26;0,45;0,99;0,13;0,26;0;0,14;1,82;0,48
926;61;2;1;80;3;1;58;92;1,37;0;0,06;0,06;0,8;1,39;1,33;0,05;0,29;0,46;0,16;0,1;0,14;0,31;0,37;0,83;0,35;0,38;0,07;0,24;0,54;0,91
927;61;2;1;68;3;0;36;92;1,37;0;0,53;0,8;0,76;1,99;0,95;1,05;-0,18;-0,19;1,21;0,12;0,25;0,38;2,18;3,94;0,04;0,09;-0,33;-0,1;0,53;0,8
928;61;2;1;48;5;0;32;92;0,86;0,22;0,4;0,34;0,51;1,04;0,63;0,42;-0,01;-0,01;1,02;0,05;0,05;0,13;0,25;0,69;0,16;0,19;0,06;0,14;0,81;0,82
929;61;2;1;71;5;0;45;92;0,95;0,06;0,14;0,13;0,8;1,7;1,47;0,23;-0,08;-0,13;1,5;0,07;0,12;0,28;0,31;0,71;0,22;0,39;0,11;0,27;1,64;0,56
930;61;2;1;110;1;0;40;92;1,01;0;0,06;0,02;0,8;1,31;1,29;0,04;0,49;0,89;0,07;0,07;0,09;0,17;0,2;0,38;0,35;0,45;0,28;0,36;0,78;0,78
931;61;2;1;93;3;0;47;92;1,16;0;0,57;0,66;0,5;2,12;0,91;1,21;-0,91;-1,16;2,97;0,09;0,2;0,37;0,72;1,35;0,15;0,28;-0,1;0,08;1,52;0,55
932;61;2;1;95;1;1;54;92;1,37;0;0,41;0,8;0,8;1,75;1,04;0,71;-0,33;-0,54;1,88;0,12;0,3;0,63;0,82;2,04;0,35;0,38;-0,39;0,07;0,53;0,91
933;61;2;1;69;2;0;47;92;0,71;0,39;0,35;0,25;0,46;1,35;0,88;0,48;-0,3;-0,45;2,73;0,08;0,11;0,2;0,36;0,63;0,17;0,32;0,12;0,21;1,73;0,53
934;61;2;0;111;3;1;38;92;1,18;0;0,68;0,8;0,38;1,31;0,43;0,89;-0,42;-0,68;1,9;0,08;0,11;0,22;0,29;0,58;0,34;0,38;0,16;0,27;0,64;0,9
935;61;2;1;76;3;0;53;92;0,89;0,23;0,58;0,52;0,37;1,77;0,74;1,03;0,39;0,61;0,73;0,11;0,19;0,3;0,52;0,82;0,18;0,36;0,07;0,18;0,58;0,5
936;61;2;1;50;3;0;43;92;1,05;0;0,79;0,8;0,15;1,37;0,2;1,17;-0,74;-1,14;2,73;0,12;0,22;0,52;0,63;1,48;0,27;0,35;-0,17;0,13;0,87;0,77
937;61;2;1;80;2;0;55;92;0,92;0,15;0,52;0,48;0,44;2,05;0,98;1,07;-0,46;-0,64;1,75;0,1;0,21;0,5;0,72;1,75;0,13;0,29;-0,22;0,08;1,61;0,45
938;61;2;1;142;3;0;49;92;0,96;0,1;0,56;0,54;0,42;1,52;0,67;0,86;-0,06;-0,1;1,08;0,11;0,17;0,28;0,41;0,69;0,26;0,41;0,13;0,24;0,8;0,63
939;61;2;1;37;3;0;43;92;1,37;0;0,77;0,8;0,55;4,36;1,68;1,85;-0,91;-1,16;2,97;0,1;0,3;0,63;2,18;3,94;0,04;0,09;-0,39;-0,1;1,67;0,33
940;61;2;1;83;5;0;42;92;1,13;0;0,53;0,6;0,53;1,31;0,62;0,7;-0,47;-0,66;2,97;0,06;0,08;0,29;0,27;1,02;0,24;0,28;-0,01;0,21;0,94;0,86
941;61;2;1;57;3;1;48;92;1,37;0;0,79;0,8;0,17;3,46;0,33;1,85;-0,91;-1,16;2,97;0,11;0,3;0,63;2,18;3,94;0,09;0,18;-0,39;-0,1;1,42;0,51
942;61;2;1;88;1;1;53;92;1,08;0;0,73;0,79;0,29;1,23;0,33;0,9;-0,31;-0,54;1,53;0,1;0,13;0,24;0,31;0,57;0,35;0,42;0,18;0,29;0,55;0,88
943;61;2;0;97;3;0;33;92;0,76;0,44;0,6;0,46;0,3;1,39;0,55;0,84;-0,24;-0,35;1,4;0,12;0,2;0,33;0,6;1,02;0,18;0,33;-0,01;0,13;1,22;0,55
944;61;2;1;102;1;0;44;92;0,85;0,38;0,71;0,61;0,24;0,89;0,25;0,63;-0,19;-0,26;1,43;0,1;0,09;0,14;0,33;0,55;0,25;0,26;0,12;0,18;0,6;0,91
945;61;2;1;59;6;0;33;92;0,71;0,42;0,45;0,32;0,39;2,05;1,13;0,92;0,1;0,14;0,9;0,07;0,14;0,21;0,49;0,75;0,1;0,28;0,07;0,15;1,85;0,35
946;61;2;0;166;5;0;30;92;0,85;0,26;0,49;0,42;0,43;1,56;0,79;0,77;-0,3;-0,38;1,63;0,07;0,11;0,19;0,53;0,89;0,11;0,21;0,02;0,1;1,37;0,54
947;61;2;1;91;3;0;37;92;1,09;0;0,32;0,34;0,74;1,57;1,08;0,5;-0,06;-0,08;1,13;0,11;0,17;0,35;0,53;1,1;0,22;0,32;-0,03;0,15;1,01;0,69
948;61;2;1;71;3;1;44;92;1,04;0;0,52;0,54;0,5;0,97;0,47;0,51;-0,03;-0,04;1,06;0,11;0,11;0,16;0,3;0,44;0,35;0,36;0,2;0,25;0,53;0,91
949;61;2;1;112;2;0;54;92;0,82;0,4;0,67;0,55;0,27;1,81;0,59;1,22;-0,21;-0,29;1,21;0,1;0,18;0,3;0,63;1,06;0,13;0,28;-0,02;0,1;1,2;0,46
950;61;2;1;61;6;0;32;92;0,8;0,23;0,15;0,12;0,67;4,21;2,56;0,65;0,42;0,63;0,61;0,04;0,19;0,53;0,57;1,62;0,06;0,33;-0,2;0,14;3,25;0,21
951;61;2;1;114;3;0;47;92;0,94;0,1;0,36;0,33;0,6;2,55;1,64;0,91;-0,26;-0,37;1,4;0,07;0,18;0,37;0,6;1,27;0,11;0,29;-0,08;0,12;2,07;0,37
952;61;2;1;87;1;0;44;92;0,9;0,14;0,32;0,29;0,61;1,92;1,31;0,61;-0,22;-0,4;1,57;0,12;0,3;0,52;0,77;1,16;0,21;0,45;-0,07;0,1;1,74;0,47
953;61;2;1;91;3;0;50;92;0,71;0,44;0,46;0,33;0,38;0,91;0,49;0,42;-0,02;-0,03;1,06;0,1;0,09;0,28;0,3;0,86;0,25;0,32;0,04;0,22;0,89;0,77
954;61;2;1;149;3;0;46;92;0,68;0,45;0,42;0,28;0,4;1,88;1,1;0,78;-0,22;-0,29;1,4;0,07;0,13;0,22;0,55;0,94;0,09;0,24;0,02;0,11;2,21;0,36
955;61;2;1;75;1;0;39;92;1,37;0;0,65;0,8;0,61;4,36;2,56;1,85;-0,91;-1,16;1,82;0,07;0,3;0,63;2,18;3,94;0,04;0,09;-0,39;-0,1;1,78;0,21
956;61;2;1;44;2;0;32;92;0,92;0,19;0,62;0,57;0,35;2,33;0,88;1,45;-0,91;-1,16;2,97;0,08;0,18;0,35;0,3;0,57;0,24;0,5;0,27;0,43;2,07;0,4
957;61;2;0;112;3;0;30;92;0,74;0,5;0,65;0,48;0,26;1,05;0,37;0,68;-0,33;-0,41;1,91;0,08;0,09;0,17;0,41;0,8;0,15;0,21;0,04;0,12;1,07;0,7
958;61;2;1;88;3;0;29;92;1,37;0;0,35;0,53;0,8;1,69;1,1;0,58;-0,35;-0,49;2,45;0,1;0,17;0,31;0,57;1,04;0,27;0,3;-0,01;0,13;0,86;0,91
959;61;2;1;63;1;0;28;92;1,33;0;0,36;0,48;0,8;1,53;0,98;0,55;-0,23;-0,3;1,73;0,07;0,11;0,23;0,47;0,98;0,21;0,24;0,01;0,13;0,83;0,88
960;61;2;1;100;2;1;51;92;1,06;0;0,67;0,71;0,35;2,12;0,7;1,42;-0,85;-1,16;2,5;0,08;0,18;0,26;0,63;0,93;0,14;0,28;0,02;0,1;1,43;0,5
961;61;2;0;95;5;0;28;92;0,58;0,55;0,4;0,23;0,35;1;0,61;0,4;-0,09;-0,13;1,28;0,05;0,05;0,12;0,16;0,34;0,2;0,34;0,23;0,29;1,42;0,58
962;61;2;1;84;4;0;39;92;1,06;0;0,38;0,4;0,66;4,36;2,56;1,85;0,24;0,35;0,93;0,03;0,11;0,44;0,34;1,32;0,04;0,33;-0,1;0,22;3,25;0,21
963;61;2;1;62;6;0;50;92;0,95;0,06;0,14;0,14;0,8;4,36;2,56;1,85;-0,91;-1,16;2,97;0,05;0,3;0,63;2,18;2,84;0,04;0,27;-0,39;-0,1;3,25;0,21
964;76;1;1;66;2;0;62;88;0,12;0,95;0,51;0,03;0,04;0,18;0,07;0,05;0,84;1,41;0,07;0,06;0,01;0,08;0,02;0,2;0,24;0,4;0,32;0,4;0,8;0,59
965;76;1;1;63;2;1;47;88;0,32;0,72;0,17;0,05;0,26;0,75;0,63;0,13;0,48;0,7;0,21;0,06;0,04;0,11;0,14;0,33;0,14;0,32;0,22;0,28;1,77;0,42
966;76;1;1;84;1;1;39;88;0,34;0,68;0,09;0,03;0,31;0,49;0,45;0,05;0,56;0,81;0,07;0,07;0,04;0,09;0,11;0,27;0,22;0,32;0,23;0,28;0,84;0,69
967;76;1;1;81;2;0;44;88;0,36;0,74;0,37;0,13;0,23;0,57;0,36;0,21;0,43;0,72;0,33;0,07;0,04;0,14;0,1;0,36;0,25;0,4;0,26;0,36;0,96;0,63
968;76;1;1;91;1;0;58;88;0,12;0,95;0,64;0,06;0,04;0,18;0,07;0,05;0,53;0,78;0,09;0,04;0,01;0,03;0,02;0,1;0,37;0,32;0,32;0,32;0,35;1,1
969;76;1;1;50;2;0;36;88;0,4;0,63;0,09;0,04;0,36;0,63;0,57;0,06;0,27;0,53;0,18;0,05;0,03;0,07;0,06;0,15;0,31;0,48;0,38;0,43;1,26;0,63
970;76;1;1;63;3;1;35;88;0,55;0,54;0,3;0,17;0,38;0,48;0,33;0,15;0,17;0,25;0,46;0,07;0,03;0,15;0,1;0,47;0,37;0,32;0,17;0,29;0,56;1,1
971;76;1;1;75;2;0;57;88;0,13;0,95;0,78;0,1;0,04;0,18;0,07;0,12;0,27;0,4;0,3;0,04;0,01;0,04;0,02;0,13;0,28;0,32;0,28;0,31;0,76;0,87
972;76;1;1;49;2;0;44;88;0,34;0,76;0,39;0,13;0,21;0,57;0,34;0,22;0,28;0,46;0,45;0,08;0,05;0,13;0,12;0,34;0,24;0,4;0,26;0,35;1,17;0,6
973;76;1;1;37;3;1;35;88;0,46;0,57;0,09;0,04;0,42;0,46;0,42;0,05;0,24;0,4;0,15;0,07;0,03;0,29;0,08;0,73;0,37;0,4;0,11;0,37;0,73;0,99
974;76;1;0;87;1;0;49;88;0,45;0,61;0,24;0,11;0,35;0,71;0,54;0,17;0,52;0,72;0,24;0,05;0,04;0,11;0,13;0,41;0,18;0,28;0,17;0,24;0,87;0,64
975;76;1;1;67;3;1;44;88;0,3;0,78;0,34;0,1;0,2;0,95;0,63;0,32;0,7;1,11;0,31;0,07;0,06;0,14;0,17;0,36;0,12;0,37;0,24;0,31;2,15;0,36
976;76;1;1;76;3;1;45;88;0,16;0,95;0,72;0,11;0,04;0,18;0,07;0,13;0,25;0,4;0,34;0,08;0,01;0,04;0,04;0,12;0,34;0,37;0,33;0,36;0,73;0,91
977;76;1;1;87;3;0;59;88;0,12;0,95;0,62;0,07;0,04;0,18;0,07;0,1;0,58;0,86;0,15;0,02;0,01;0,03;0,02;0,1;0,23;0,33;0,3;0,32;0,73;0,71
978;76;1;0;91;2;0;50;88;0,12;0,95;0,59;0,06;0,04;0,18;0,07;0,1;0,5;0,73;0,16;0,04;0,01;0,03;0,02;0,1;0,21;0,32;0,31;0,31;0,96;0,65
979;76;1;1;53;2;0;29;88;0,43;0,63;0,2;0,09;0,34;0,66;0,52;0,13;0,35;0,65;0,27;0,04;0,03;0,07;0,06;0,16;0,3;0,46;0,38;0,43;1,05;0,65
980;76;1;0;92;2;0;46;88;0,21;0,88;0,49;0,1;0,11;0,46;0,24;0,22;0,75;0,8;0,23;0,02;0,01;0,03;0,12;0,12;0,08;0,16;0,05;0,06;1,23;0,46
981;76;1;1;59;2;0;36;88;0,5;0,59;0,3;0,15;0,35;0,73;0,51;0,22;0,34;0,6;0,39;0,04;0,03;0,09;0,06;0,2;0,3;0,44;0,35;0,41;0,9;0,69
982;76;1;0;63;2;0;49;88;0,12;0,94;0,53;0,06;0,05;0,18;0,09;0,09;0,49;0,75;0,16;0,04;0,01;0,03;0,02;0,1;0,23;0,35;0,33;0,34;0,97;0,65
983;76;1;1;71;2;1;48;88;0,45;0,61;0,22;0,1;0,35;0,86;0,67;0,18;0,49;0,78;0,27;0,02;0,02;0,08;0,05;0,22;0,19;0,37;0,29;0,35;1,25;0,52
984;76;1;1;56;1;0;61;88;0,13;0,95;0,79;0,13;0,04;0,18;0,07;0,11;0,5;0,69;0,19;0,02;0,01;0,03;0,02;0,1;0,32;0,28;0,28;0,28;0,35;1,1
985;76;1;1;56;2;1;45;88;0,28;0,78;0,27;0,08;0,21;0,5;0,37;0,13;0,55;0,8;0,19;0,07;0,03;0,06;0,11;0,21;0,17;0,31;0,24;0,27;1,08;0,57
986;76;1;1;33;2;0;51;88;0,3;0,74;0,19;0,06;0,24;0,49;0,4;0,09;0,48;0,74;0,16;0,03;0,02;0,07;0,05;0,19;0,21;0,35;0,28;0,33;1,06;0,61
987;76;1;0;93;1;0;47;88;0,18;0,95;0,76;0,13;0,04;0,37;0,09;0,28;0,89;1,48;0,18;0,02;0,01;0,03;0,02;0,1;0,18;0,38;0,38;0,38;0,54;0,48
988;76;1;0;165;1;0;43;88;0,24;0,85;0,44;0,11;0,14;0,33;0,18;0,14;0,75;1,46;0,16;0,03;0,01;0,06;0,02;0,13;0,36;0,48;0,38;0,43;0,45;0,75
989;76;1;0;66;1;0;52;88;0,28;0,88;0,64;0,18;0,1;0,21;0,08;0,13;0,26;0,39;0,34;0,06;0,01;0,08;0,04;0,25;0,37;0,34;0,25;0,32;0,36;1,1
990;76;1;1;70;3;0;60;88;0,12;0,95;0,79;0,1;0,04;0,18;0,07;0,14;0,73;1,02;0,17;0,02;0,01;0,03;0,02;0,1;0,2;0,29;0,29;0,29;0,55;0,71
991;76;1;1;66;2;1;47;88;0,33;0,72;0,21;0,07;0,26;0,46;0,36;0,1;0,41;0,65;0,19;0,06;0,03;0,06;0,07;0,16;0,27;0,37;0,31;0,35;0,88;0,72
992;76;1;1;51;2;1;45;88;0,16;0,87;0,18;0,03;0,13;0,43;0,35;0,08;0,45;0,69;0,15;0,09;0,04;0,1;0,11;0,3;0,13;0,35;0,24;0,31;2,15;0,36
993;76;1;1;69;2;1;45;88;0,45;0,6;0,2;0,09;0,36;1,09;0,87;0,22;0,47;0,79;0,32;0,07;0,08;0,14;0,19;0,34;0,17;0,41;0,27;0,33;1,72;0,42
994;76;1;1;75;3;0;32;88;0,32;0,73;0,22;0,07;0,25;0,47;0,37;0,1;0,37;0,7;0,22;0,06;0,03;0,09;0,06;0,18;0,32;0,48;0,38;0,43;1,01;0,68
995;76;1;1;60;3;1;50;88;0,12;0,95;0,79;0,02;0,04;0,18;0,07;0,05;0,83;1,13;0,07;0,02;0,01;0,03;0,02;0,1;0,11;0,26;0,26;0,26;1,41;0,44
996;76;1;1;66;1;1;41;88;0,36;0,68;0,14;0,05;0,31;0,62;0,53;0,08;0,37;0,53;0,18;0,08;0,05;0,17;0,17;0,56;0,17;0,3;0,13;0,25;1,29;0,58
997;76;1;1;49;2;1;45;88;0,13;0,91;0,34;0,05;0,09;0,19;0,13;0,07;0,37;0,72;0,15;0,06;0,01;0,06;0,02;0,12;0,34;0,48;0,38;0,43;1;0,7
998;76;1;1;48;2;0;55;88;0,23;0,89;0,57;0,13;0,1;0,36;0,16;0,21;0,36;0,54;0,37;0,02;0,01;0,22;0,02;0,65;0,21;0,33;0,12;0,33;1,01;0,64
999;76;1;1;79;3;0;55;88;0,12;0,94;0,44;0,04;0,05;0,22;0,12;0,1;0,68;0,96;0,12;0,07;0,02;0,07;0,05;0,23;0,13;0,29;0,22;0,28;1,45;0,45
1000;76;1;0;79;3;0;49;88;0,12;0,9;0,2;0,02;0,09;0,18;0,14;0,05;0,89;1,48;0,07;0,07;0,01;0,07;0,05;0,23;0,19;0,29;0,22;0,27;0,4;0,66
1001;76;1;1;72;1;0;46;88;0,24;0,82;0,32;0,08;0,16;0,42;0,28;0,13;0,64;0,97;0,17;0,02;0,01;0,05;0,03;0,15;0,2;0,34;0,29;0,33;0,96;0,58
1002;76;1;1;72;1;0;51;88;0,12;0,95;0,79;0,02;0,04;0,18;0,07;0,05;0,89;1,48;0,07;0,02;0,01;0,03;0,02;0,1;0,21;0,33;0,33;0,33;0,4;0,64
1003;76;1;1;68;2;1;47;88;0,27;0,75;0,09;0,02;0,25;0,71;0,65;0,05;0,65;0,96;0,07;0,08;0,05;0,12;0,16;0,36;0,12;0,33;0,21;0,27;1,96;0,38
1004;76;1;1;80;2;1;42;88;0,32;0,74;0,23;0,07;0,24;0,65;0,49;0,15;0,3;0,51;0,33;0,08;0,05;0,13;0,12;0,32;0,2;0,41;0,28;0,36;1,58;0,49
1005;76;1;1;52;2;1;52;88;0,34;0,74;0,31;0,11;0,23;0,47;0,32;0,15;0,22;0,29;0,4;0,08;0,04;0,15;0,14;0,57;0,18;0,25;0,11;0,22;1,02;0,72
1006;76;1;1;87;3;1;48;88;0,38;0,68;0,2;0,08;0,3;0,91;0,72;0,18;0,47;0,8;0,28;0,06;0,05;0,16;0,13;0,38;0,17;0,42;0,26;0,36;1,76;0,42
1007;76;1;1;76;3;0;50;88;0,15;0,95;0,73;0,11;0,04;0,28;0,08;0,2;0,53;0,67;0,27;0,05;0,01;0,04;0,07;0,2;0,11;0,21;0,17;0,2;1,11;0,54
1008;76;1;1;88;3;1;57;88;0,12;0,95;0,37;0,03;0,05;0,23;0,15;0,09;0,89;1,48;0,07;0,1;0,02;0,1;0,09;0,4;0,09;0,25;0,15;0,23;1,54;0,37
1009;76;1;1;94;3;0;56;88;0,2;0,82;0,12;0,02;0,17;0,4;0,35;0,05;0,55;0,94;0,08;0,02;0,01;0,04;0,02;0,1;0,21;0,42;0,38;0,41;1,43;0,49
1010;76;1;1;91;3;0;54;88;0,2;0,84;0,26;0,05;0,15;0,47;0,34;0,12;0,44;0,7;0,22;0,08;0,04;0,09;0,1;0,26;0,16;0,37;0,27;0,33;1,73;0,44
1011;76;1;0;88;3;0;51;88;0,12;0,95;0,79;0,02;0,04;0,18;0,07;0,05;0,8;1,09;0,07;0,02;0,01;0,03;0,02;0,1;0,12;0,27;0,27;0,27;1,48;0,43
1012;76;1;1;74;4;0;32;88;0,2;0,88;0,47;0,1;0,11;0,36;0,19;0,17;0,72;0,97;0,19;0,03;0,01;0,06;0,04;0,22;0,14;0,25;0,2;0,24;0,88;0,57
1013;76;2;1;22;2;0;44;88;0,72;0,39;0,38;0,27;0,45;1,02;0,64;0,38;-0,03;-0,04;1,08;0,06;0,06;0,16;0,28;0,73;0,16;0,23;0,06;0,16;1,07;0,71
1014;76;2;1;27;3;0;37;88;0,95;0,06;0,28;0,26;0,65;1,59;1,15;0,44;-0,08;-0,1;1,22;0,06;0,09;0,2;0,41;0,91;0,13;0,22;0,02;0,13;1,31;0,6
1015;76;2;1;63;2;0;52;88;0,53;0,76;0,71;0,38;0,15;0,83;0,24;0,59;-0,26;-0,32;1,75;0,05;0,04;0,1;0,21;0,47;0,13;0,21;0,11;0,17;1,24;0,63
1016;76;2;1;83;2;1;56;88;0,74;0,43;0,53;0,39;0,35;1,3;0,62;0,68;-0,2;-0,26;1,41;0,08;0,1;0,17;0,41;0,7;0,14;0,25;0,07;0,14;1,28;0,57
1017;76;2;0;81;3;0;42;88;0,52;0,71;0,61;0,31;0,2;0,74;0,29;0,45;0,06;0,09;0,88;0,05;0,04;0,09;0,11;0,26;0,23;0,33;0,24;0,29;0,92;0,7
1018;76;2;1;73;3;0;36;88;1,08;0;0,43;0,64;0,65;1,7;0,96;0,74;-0,34;-0,44;1,99;0,07;0,13;0,2;0,52;0,84;0,21;0,24;0,04;0,12;1,01;0,87
1019;76;2;1;134;3;1;50;88;0,89;0,23;0,58;0,51;0,38;1,3;0,55;0,75;-0,29;-0,4;1,64;0,1;0,13;0,23;0,49;0,87;0,18;0,26;0,03;0,13;1;0,69
1020;76;2;1;60;2;0;47;88;1,02;0;0,46;0,46;0,55;1,22;0,66;0,56;-0,02;-0,04;1,04;0,08;0,1;0,15;0,24;0,37;0,35;0,42;0,26;0,32;0,67;0,83
1021;76;2;1;51;2;1;40;88;1,08;0;0,41;0,44;0,65;1,67;0,99;0,68;-0,32;-0,38;1,87;0,11;0,15;0,33;0,65;1,54;0,11;0,17;-0,09;0,06;1,17;0,65
1022;76;2;1;30;2;0;46;88;1,08;0;0,73;0,67;0,32;1,68;0,45;0,88;-0,34;-0,44;1,99;0,1;0,15;0,28;0,41;0,66;0,31;0,43;0,15;0,25;0,84;0,71
1023;76;2;1;43;2;0;41;88;0,66;0,43;0,32;0,21;0,45;1,19;0,81;0,38;0,22;0,31;0,64;0,06;0,08;0,2;0,26;0,66;0,17;0,3;0,1;0,23;1,21;0,55
1024;76;2;1;71;1;0;40;88;1,03;0;0,58;0,6;0,43;1,37;0,57;0,79;-0,28;-0,34;1,55;0,05;0,07;0,15;0,44;0,9;0,12;0,16;0,02;0,09;0,82;0,75
1025;76;2;1;50;1;0;59;88;1,03;0;0,68;0,67;0,33;0,96;0,31;0,65;-0,17;-0,26;1,35;0,09;0,09;0,28;0,26;0,8;0,37;0,35;0,07;0,26;0,45;1,07
1026;76;2;1;32;2;1;58;88;0,4;0,86;0,75;0,3;0,1;0,75;0,19;0,56;0,13;0,19;0,81;0,11;0,1;0,15;0,32;0,46;0,17;0,32;0,17;0,22;1,18;0,54
1027;76;2;1;64;3;0;58;88;0,69;0,52;0,58;0,4;0,29;0,97;0,41;0,56;-0,11;-0,15;1,23;0,1;0,09;0,17;0,33;0,61;0,2;0,28;0,11;0,19;0,95;0,71
1028;76;2;1;55;2;1;44;88;0,41;0,65;0,22;0,09;0,32;0,67;0,52;0,15;0,37;0,61;0,29;0,05;0,04;0,1;0,09;0,25;0,24;0,39;0,3;0,36;1,12;0,61
1029;76;2;1;69;2;0;46;88;0,39;0,77;0,52;0,2;0,19;0,89;0,42;0,46;0,46;0,63;0,5;0,1;0,09;0,31;0,32;1,16;0,12;0,27;-0,04;0,18;1,37;0,44
1030;76;2;1;70;2;0;41;88;0,93;0,11;0,4;0,37;0,56;1,15;0,69;0,46;-0,34;-0,44;1,99;0,08;0,09;0,16;0,44;0,74;0,17;0,21;0,05;0,12;1,12;0,81
1031;76;2;1;67;1;0;39;88;0,57;0,5;0,23;0,13;0,44;1,15;0,89;0,26;0,3;0,37;0,46;0,03;0,03;0,16;0,2;0,89;0,09;0,17;0,02;0,14;1,47;0,49
1032;76;2;1;60;3;1;39;88;0,74;0,34;0,29;0,21;0,52;1,23;0,87;0,36;-0,08;-0,1;1,27;0,08;0,1;0,25;0,43;1,08;0,14;0,24;-0,02;0,13;1,39;0,6
1033;76;2;0;83;3;0;43;88;0,91;0,29;0,75;0,67;0,23;1,57;0,39;0,88;-0,24;-0,27;1,26;0,11;0,15;0,28;0,65;1,54;0,08;0,16;-0,09;0,06;0,79;0,58
1034;76;2;0;80;1;0;38;88;1,08;0;0,66;0,67;0,4;1,12;0,38;0,74;-0,29;-0,38;1,65;0,08;0,09;0,13;0,37;0,55;0,25;0,24;0,11;0,15;0,5;1,05
